ref,heading,source_basis,status
Luke 18:15,Jesus Blesses the Children,Original CC-BY editorial heading reworded from public-domain BSB heading; placement informed by public-domain BSB section-heading structure,active
Luke 18:18,Rich Young Ruler,Original CC-BY editorial heading reworded from public-domain BSB heading; placement informed by public-domain BSB section-heading structure,active
Luke 18:31,Third Prediction of the Passion,Original CC-BY editorial heading reworded from public-domain BSB heading; placement informed by public-domain BSB section-heading structure,active
Luke 18:35,Jesus Heals a Blind Beggar,Original CC-BY editorial heading reworded from public-domain BSB heading; placement informed by public-domain BSB section-heading structure,active
Luke 19:1,Jesus and Zacchaeus,Original CC-BY editorial heading reworded from public-domain BSB heading; placement informed by public-domain BSB section-heading structure,active
Luke 19:11,Parable of the Ten Minas,Original CC-BY editorial heading reworded from public-domain BSB heading; placement informed by public-domain BSB section-heading structure,active
Luke 19:28,Triumphal Entry,Original CC-BY editorial heading reworded from public-domain BSB heading; placement informed by public-domain BSB section-heading structure,active
Luke 19:41,Jesus Weeps Over Jerusalem,Original CC-BY editorial heading reworded from public-domain BSB heading; placement informed by public-domain BSB section-heading structure,active
Luke 19:45,Jesus Cleanses the Temple,Original CC-BY editorial heading reworded from public-domain BSB heading; placement informed by public-domain BSB section-heading structure,active
Luke 20:1,Jesus' Authority Challenged,Original CC-BY editorial heading reworded from public-domain BSB heading; placement informed by public-domain BSB section-heading structure,active
Luke 20:9,Parable of the Wicked Tenants,Original CC-BY editorial heading reworded from public-domain BSB heading; placement informed by public-domain BSB section-heading structure,active
Luke 20:19,Paying Taxes to Caesar,Original CC-BY editorial heading reworded from public-domain BSB heading; placement informed by public-domain BSB section-heading structure,active
Luke 20:27,Sadducees and the Resurrection,Original CC-BY editorial heading reworded from public-domain BSB heading; placement informed by public-domain BSB section-heading structure,active
Luke 20:41,Whose Son Is the Christ,Original CC-BY editorial heading reworded from public-domain BSB heading; placement informed by public-domain BSB section-heading structure,active
Luke 20:45,Beware of the Scribes,Original CC-BY editorial heading reworded from public-domain BSB heading; placement informed by public-domain BSB section-heading structure,active
Luke 21:1,Poor Widow's Offering,Original CC-BY editorial heading reworded from public-domain BSB heading; placement informed by public-domain BSB section-heading structure,active
Luke 21:5,Temple Destruction and Other Signs,Original CC-BY editorial heading reworded from public-domain BSB heading; placement informed by public-domain BSB section-heading structure,active
Luke 21:10,Witnessing to All Nations,Original CC-BY editorial heading reworded from public-domain BSB heading; placement informed by public-domain BSB section-heading structure,active
Luke 21:20,Destruction of Jerusalem,Original CC-BY editorial heading reworded from public-domain BSB heading; placement informed by public-domain BSB section-heading structure,active
Luke 21:25,Return of the Son of Man,Original CC-BY editorial heading reworded from public-domain BSB heading; placement informed by public-domain BSB section-heading structure,active
Luke 21:29,Lesson of the Fig Tree,Original CC-BY editorial heading reworded from public-domain BSB heading; placement informed by public-domain BSB section-heading structure,active
Luke 21:34,Be Watchful for the Day,Original CC-BY editorial heading reworded from public-domain BSB heading; placement informed by public-domain BSB section-heading structure,active
Luke 22:1,Plot to Kill Jesus,Original CC-BY editorial heading reworded from public-domain BSB heading; placement informed by public-domain BSB section-heading structure,active
Luke 22:3,Judas Agrees to Betray Jesus,Original CC-BY editorial heading reworded from public-domain BSB heading; placement informed by public-domain BSB section-heading structure,active
Luke 22:7,Preparing the Passover,Original CC-BY editorial heading reworded from public-domain BSB heading; placement informed by public-domain BSB section-heading structure,active
Luke 22:14,Last Supper,Original CC-BY editorial heading reworded from public-domain BSB heading; placement informed by public-domain BSB section-heading structure,active
Luke 22:24,Who Is the Greatest,Original CC-BY editorial heading reworded from public-domain BSB heading; placement informed by public-domain BSB section-heading structure,active
Luke 22:31,Jesus Predicts Peter's Denial,Original CC-BY editorial heading reworded from public-domain BSB heading; placement informed by public-domain BSB section-heading structure,active
Luke 22:39,Jesus Prays on the Mount of Olives,Original CC-BY editorial heading reworded from public-domain BSB heading; placement informed by public-domain BSB section-heading structure,active
Luke 22:47,Betrayal of Jesus,Original CC-BY editorial heading reworded from public-domain BSB heading; placement informed by public-domain BSB section-heading structure,active
Luke 22:54,Peter Denies Jesus,Original CC-BY editorial heading reworded from public-domain BSB heading; placement informed by public-domain BSB section-heading structure,active
Luke 22:63,Soldiers Mock Jesus,Original CC-BY editorial heading reworded from public-domain BSB heading; placement informed by public-domain BSB section-heading structure,active
Luke 22:66,Jesus Before the Sanhedrin,Original CC-BY editorial heading reworded from public-domain BSB heading; placement informed by public-domain BSB section-heading structure,active
Luke 23:1,Jesus Before Pilate,Original CC-BY editorial heading reworded from public-domain BSB heading; placement informed by public-domain BSB section-heading structure,active
Luke 23:6,Jesus Before Herod,Original CC-BY editorial heading reworded from public-domain BSB heading; placement informed by public-domain BSB section-heading structure,active
Luke 23:13,Crowd Chooses Barabbas,Original CC-BY editorial heading reworded from public-domain BSB heading; placement informed by public-domain BSB section-heading structure,active
Luke 23:26,Crucifixion,Original CC-BY editorial heading reworded from public-domain BSB heading; placement informed by public-domain BSB section-heading structure,active
Luke 23:44,Death of Jesus,Original CC-BY editorial heading reworded from public-domain BSB heading; placement informed by public-domain BSB section-heading structure,active
Luke 23:50,Burial of Jesus,Original CC-BY editorial heading reworded from public-domain BSB heading; placement informed by public-domain BSB section-heading structure,active
