ref,book_code,book_name,chapter,verse,review_status,importance,priority_score,themes,keyword_hits,same_normalized,tr_literal_translation,ukjv_translation,review_notes,reasons,decision
Matthew 6:10,MAT,Matthew,6,10,needs_focused_tr_review,high,10,,,yes,"Your kingdom come, Your will be done in earth, as it is in heaven.","Your kingdom come, Your will be done in earth, as it is in heaven.",UKJV seed retained; needs focused Greek review,status:needs_focused_tr_review,review Greek; UKJV witness not enough
Matthew 6:11,MAT,Matthew,6,11,needs_focused_tr_review,high,10,,,yes,Give us this day our daily bread.,Give us this day our daily bread.,UKJV seed retained; needs focused Greek review,status:needs_focused_tr_review,review Greek; UKJV witness not enough
Matthew 6:17,MAT,Matthew,6,17,needs_focused_tr_review,high,10,,,yes,"But you, when you fast, anoint yours head, and wash your face;","But you, when you fast, anoint yours head, and wash your face;",UKJV seed retained; needs focused Greek review,status:needs_focused_tr_review,review Greek; UKJV witness not enough
Matthew 6:19,MAT,Matthew,6,19,needs_focused_tr_review,high,10,,,yes,"Lay not up for yourselves treasures upon earth, where moth and rust does corrupt, and where thieves break through and steal:","Lay not up for yourselves treasures upon earth, where moth and rust does corrupt, and where thieves break through and steal:",UKJV seed retained; needs focused Greek review,status:needs_focused_tr_review,review Greek; UKJV witness not enough
Matthew 6:20,MAT,Matthew,6,20,needs_focused_tr_review,high,10,,,yes,"But lay up for yourselves treasures in heaven, where neither moth nor rust does corrupt, and where thieves do not break through nor steal:","But lay up for yourselves treasures in heaven, where neither moth nor rust does corrupt, and where thieves do not break through nor steal:",UKJV seed retained; needs focused Greek review,status:needs_focused_tr_review,review Greek; UKJV witness not enough
Matthew 6:31,MAT,Matthew,6,31,needs_focused_tr_review,high,10,,,yes,"Therefore take no thought, saying, What shall we eat? or, What shall we drink? or, Wherewithal shall we be clothed?","Therefore take no thought, saying, What shall we eat? or, What shall we drink? or, Wherewithal shall we be clothed?",UKJV seed retained; needs focused Greek review,status:needs_focused_tr_review,review Greek; UKJV witness not enough
Matthew 7:2,MAT,Matthew,7,2,tr_literal_pass1,medium,10,judgment_afterlife,judgment_afterlife:judge; judgment_afterlife:judgment,no,"For with what judgment you judge, you shall be judged: and with what measure you mete, it shall be measured to you again.","For with what judgment all of you judge, all of you shall be judged: and with what measure all of you mete, it shall be measured to you again.",removed UKJV plural-expansion artifact,TR draft differs from UKJV witness; status:tr_literal_pass1; theology/literal keyword hit,"check TR literal choice against Greek, then keep or adjust"
Matthew 7:5,MAT,Matthew,7,5,needs_focused_tr_review,high,10,,,yes,"You hypocrite, first cast out the beam out of yours own eye; and then shall you see clearly to cast out the splinter out of your brother's eye.","You hypocrite, first cast out the beam out of yours own eye; and then shall you see clearly to cast out the splinter out of your brother's eye.",UKJV seed retained; needs focused Greek review,status:needs_focused_tr_review,review Greek; UKJV witness not enough
Matthew 7:10,MAT,Matthew,7,10,needs_focused_tr_review,high,10,,,yes,"Or if he ask a fish, will he give him a serpent?","Or if he ask a fish, will he give him a serpent?",UKJV seed retained; needs focused Greek review,status:needs_focused_tr_review,review Greek; UKJV witness not enough
Matthew 7:15,MAT,Matthew,7,15,needs_focused_tr_review,high,10,,,yes,"Beware of false prophets, which come to you in sheep's clothing, but inwardly they are ravening wolves.","Beware of false prophets, which come to you in sheep's clothing, but inwardly they are ravening wolves.",UKJV seed retained; needs focused Greek review,status:needs_focused_tr_review,review Greek; UKJV witness not enough
Matthew 7:25,MAT,Matthew,7,25,needs_focused_tr_review,high,10,,,yes,"And the rain descended, and the floods came, and the winds blew, and beat upon that house; and it fell not: for it was founded upon a rock.","And the rain descended, and the floods came, and the winds blew, and beat upon that house; and it fell not: for it was founded upon a rock.",UKJV seed retained; needs focused Greek review,status:needs_focused_tr_review,review Greek; UKJV witness not enough
Matthew 7:27,MAT,Matthew,7,27,needs_focused_tr_review,high,10,,,yes,"And the rain descended, and the floods came, and the winds blew, and beat upon that house; and it fell: and great was the fall of it.","And the rain descended, and the floods came, and the winds blew, and beat upon that house; and it fell: and great was the fall of it.",UKJV seed retained; needs focused Greek review,status:needs_focused_tr_review,review Greek; UKJV witness not enough
Matthew 7:29,MAT,Matthew,7,29,needs_focused_tr_review,high,10,,,yes,"For he taught them as one having authority, and not as the scribes.","For he taught them as one having authority, and not as the scribes.",UKJV seed retained; needs focused Greek review,status:needs_focused_tr_review,review Greek; UKJV witness not enough
Matthew 8:12,MAT,Matthew,8,12,needs_focused_tr_review,high,10,,,yes,But the children of the kingdom shall be cast out into outer darkness: there shall be weeping and gnashing of teeth.,But the children of the kingdom shall be cast out into outer darkness: there shall be weeping and gnashing of teeth.,UKJV seed retained; needs focused Greek review,status:needs_focused_tr_review,review Greek; UKJV witness not enough
Matthew 8:13,MAT,Matthew,8,13,tr_literal_pass1,medium,10,anthropology_ethics; christology,anthropology_ethics:servant; christology:jesus,no,"And Jesus said to the centurion, Go your way; and as you have believed, so be it done to you. And his servant was healed in the very same hour.","And Jesus said unto the centurion, Go your way; and as you have believed, so be it done unto you. And his servant was healed in the very same hour.",modernized archaic directional unto,TR draft differs from UKJV witness; status:tr_literal_pass1; theology/literal keyword hit,"check TR literal choice against Greek, then keep or adjust"
Matthew 8:18,MAT,Matthew,8,18,tr_literal_pass1,medium,10,christology; law_covenant,christology:jesus; law_covenant:commandment,no,"Now when Jesus saw great crowds about him, he gave commandment to depart to the other side.","Now when Jesus saw great multitudes about him, he gave commandment to depart unto the other side.",modernized archaic directional unto; rendered ochlos as crowd,TR draft differs from UKJV witness; status:tr_literal_pass1; theology/literal keyword hit,"check TR literal choice against Greek, then keep or adjust"
Matthew 8:27,MAT,Matthew,8,27,needs_focused_tr_review,high,10,,,yes,"But the men marvelled, saying, What manner of man is this, that even the winds and the sea obey him!","But the men marvelled, saying, What manner of man is this, that even the winds and the sea obey him!",UKJV seed retained; needs focused Greek review,status:needs_focused_tr_review,review Greek; UKJV witness not enough
Matthew 8:28,MAT,Matthew,8,28,tr_literal_pass1,medium,10,,,no,"And when he had come to the other side into the country of the Gergesenes, there met him two demonized, coming out of the tombs, exceeding fierce, so that no one might pass by that way.","And when he was come to the other side into the country of the Gergesenes, there met him two possessed with devils, coming out of the tombs, exceeding fierce, so that no man might pass by that way.",modernized no-man idiom; modernized was-come perfect; rendered daimonizomai as demonized,TR draft differs from UKJV witness; status:tr_literal_pass1; rendered daimonizomai as demonized,"check TR literal choice against Greek, then keep or adjust"
Matthew 8:30,MAT,Matthew,8,30,needs_focused_tr_review,high,10,,,yes,And there was a good way off from them an herd of many swine feeding.,And there was a good way off from them an herd of many swine feeding.,UKJV seed retained; needs focused Greek review,status:needs_focused_tr_review,review Greek; UKJV witness not enough
Matthew 8:31,MAT,Matthew,8,31,tr_literal_pass1,medium,10,,,no,"So the demons begged him, saying, If you cast us out, suffer us to go away into the herd of swine.","So the devils besought him, saying, If you cast us out, suffer us to go away into the herd of swine.",modernized besought; rendered daimonion as demon,TR draft differs from UKJV witness; status:tr_literal_pass1; rendered daimonion as demon,"check TR literal choice against Greek, then keep or adjust"
Matthew 8:33,MAT,Matthew,8,33,tr_literal_pass1,medium,10,,,no,"And those who kept them fled, and went their ways into the city, and told everything, and what was befallen to the possessed of the demons.","And they that kept them fled, and went their ways into the city, and told every thing, and what was befallen to the possessed of the devils.",modernized everything spelling; modernized they-that relative; rendered daimonion as demon,TR draft differs from UKJV witness; status:tr_literal_pass1; rendered daimonion as demon,"check TR literal choice against Greek, then keep or adjust"
Matthew 9:5,MAT,Matthew,9,5,needs_focused_tr_review,high,10,,,yes,"For whether is easier, to say, Your sins be forgiven you; or to say, Arise, and walk?","For whether is easier, to say, Your sins be forgiven you; or to say, Arise, and walk?",UKJV seed retained; needs focused Greek review,status:needs_focused_tr_review,review Greek; UKJV witness not enough
Matthew 9:7,MAT,Matthew,9,7,needs_focused_tr_review,high,10,,,yes,"And he arose, and departed to his house.","And he arose, and departed to his house.",UKJV seed retained; needs focused Greek review,status:needs_focused_tr_review,review Greek; UKJV witness not enough
Matthew 9:13,MAT,Matthew,9,13,tr_literal_pass1,medium,10,anthropology_ethics; soteriology,anthropology_ethics:mercy; soteriology:righteous,no,"But go you and learn what that means, I will have mercy, and not sacrifice: for I am not come to call the righteous, but sinners to repentance.","But go all of you and learn what that means, I will have mercy, and not sacrifice: for I am not come to call the righteous, but sinners to repentance.",removed UKJV plural-expansion artifact,TR draft differs from UKJV witness; status:tr_literal_pass1; theology/literal keyword hit,"check TR literal choice against Greek, then keep or adjust"
